,index,Institution,State,Location,Type,Enrollment,Accreditation,Public/Private,Endowment,Athletics,Founded,Closed,Control
289,289,Palmer College of Chiropractic,California,San Jose,Special Focus Four-Year: Other Health Professions Schools,,,,,---,1980,,
290,290,Palo Alto University,California,Palo Alto,Special Focus Four-Year: Other Health Professions Schools,,,,,---,1975,,
291,291,Patten University,California,Oakland,Baccalaureate Colleges,,,,,---,1944,,
292,292,Pepperdine University,California,Malibu,Doctoral Universities: Moderate Research Activity,,,,,NCAA Div. I,1937,,
293,293,Pitzer College,California,Claremont,Baccalaureate Colleges: Arts & Sciences Focus,,,,,NCAA Div. III,1963,,
294,294,Point Loma Nazarene University,California,San Diego,Master's Colleges & Universities: Larger Programs,,,,,NCAA Div. II,1902,,
295,295,Pomona College,California,Claremont,Baccalaureate Colleges: Arts & Sciences Focus,,,,,NCAA Div. III,1887,,
296,296,Providence Christian College,California,Pasadena,Baccalaureate Colleges: Arts & Sciences Focus,,,,,NAIA,2002,,
297,297,Saint Mary's College of California,California,Moraga,Master's Colleges & Universities: Larger Programs,,,,,NCAA Div. I,1863,,
298,298,Samuel Merritt University,California,Oakland,Special Focus Four-Year: Other Health Professions Schools,,,,,---,1909,,
299,299,San Diego Christian College,California,Santee,Baccalaureate Colleges: Diverse Fields,,,,,NAIA,1970,,
300,300,San Diego University for Integrative Studies,California,San Diego,Not classified,,,,,---,1999,,
301,301,San Francisco Institute of Architecture,California,Berkeley,Not classified,,,,,---,1990,,
302,302,San Joaquin College of Law,California,Clovis,Special Focus Four-Year: Law Schools,,,,,---,1969,,
303,303,Santa Clara University,California,Santa Clara,Master's Colleges & Universities: Larger Programs,,,,,NCAA Div. I,1851,,
304,304,Saybrook University,California,Oakland,Special Focus Four-Year: Other Health Professions Schools,,,,,---,1971,,
305,305,Scripps College,California,Claremont,Baccalaureate Colleges: Arts & Sciences Focus,,,,,NCAA Div. III,1926,,
306,306,Simpson University,California,Redding,Master's Colleges & Universities: Small Programs,,,,,NAIA,1921,,
307,307,Soka University of America,California,Aliso Viejo,Baccalaureate Colleges: Arts & Sciences Focus,,,,,NAIA,2001,,
308,308,Southern California Institute of Architecture,California,Los Angeles,"Special Focus Four-Year: Arts, Music & Design Schools",,,,,---,1972,,
309,309,Southern States University,California,San Diego,Not classified,,,,,---,1983,,
310,310,Southwestern Law School,California,Los Angeles,Special Focus Four-Year: Law Schools,,,,,---,1972,,
311,311,Stanford University,California,Stanford,Doctoral Universities: Highest Research Activity,,,,,NCAA Div. I FBS,1891,,
312,312,Starr King School for Ministry,California,Berkeley,Special Focus Four-Year: Faith-Related Institutions,,,,,---,1904,,
313,313,Thomas Aquinas College,California,Santa Paula,Baccalaureate Colleges: Arts & Sciences Focus,,,,,---,1971,,
314,314,Touro University California,California,Vallejo,Special Focus Four-Year: Medical Schools & Centers,,,,,---,1997,,
315,315,Trident University International,California,Cypress,Doctoral Universities: Moderate Research Activity,,,,,---,1998,,
316,316,University of Massachusetts Global,California,Multiple locations,Master's Colleges & Universities: Larger Programs,,,,,---,2009,,
317,317,Union Institute & University,California,Multiple Locations,Doctoral Universities: Moderate Research Activity,,,,,---,1964,,
318,318,University of Antelope Valley,California,Lancaster,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,,,,,NAIA,1997,,
319,319,University of La Verne,California,La Verne,Doctoral/Professional Universities,,,,,NCAA Div. III,1891,,
320,320,University of Redlands,California,Redlands,Master's Colleges & Universities: Larger Programs,,,,,NCAA Div. III,1907,,
321,321,University of San Diego,California,San Diego,Doctoral Universities: Moderate Research Activity,,,,,NCAA Div. I FCS,1949,,
322,322,University of San Francisco,California,San Francisco,Doctoral Universities: Moderate Research Activity,,,,,NCAA Div. I,1855,,
323,323,University of Silicon Valley,California,Sunnyvale,Baccalaureate Colleges: Diverse Fields,,,,,---,1887,,
324,324,University of Southern California,California,Los Angeles,Doctoral Universities: Highest Research Activity,,,,,NCAA Div. I FBS,1880,,
325,325,University of the Pacific,California,Stockton,Doctoral Universities: Moderate Research Activity,,,,,NCAA Div. I,1851,,
326,326,University of the People,California,Pasadena,Master's Colleges & Universities: Small Programs,,,,,---,2009,,
327,327,University of the West,California,Rosemead,Baccalaureate Colleges: Diverse Fields,,,,,---,1990,,
328,328,University of West Los Angeles,California,Inglewood,Special Focus Institutions,,,,,---,1966,,
329,329,Vanguard University,California,Costa Mesa,Master's Colleges & Universities: Small Programs,,,,,NAIA,1920,,
330,330,"Western Seminary, Sacramento Campus",California,Sacramento,Special Focus Four-Year: Faith-Related Institutions,,,,,---,1927,,
331,331,"Western Seminary, San Jose Campus",California,Santa Clara,Special Focus Four-Year: Faith-Related Institutions,,,,,---,1927,,
332,332,Western State College of Law,California,Fullerton,Special Focus Four-Year: Law Schools,,,,,---,1966,,
333,333,Western University of Health Sciences,California,Pomona,Special Focus Four-Year: Medical Schools & Centers,,,,,---,1977,,
334,334,Westcliff University,California,Irvine,Special Focus Four-Year: Business & Management Schools,,,,,NAIA,1993,,
335,335,Westmont College,California,Montecito,Baccalaureate Colleges: Arts & Sciences Focus,,,,,NAIA,1937,,
336,336,Whittier College,California,Whittier,Baccalaureate Colleges: Arts & Sciences Focus,,,,,NCAA Div. III,1887,,
337,337,Woodbury University,California,Burbank,Master's Colleges & Universities: Medium Programs,,,,,---,1884,,
338,338,Zaytuna College,California,Berkeley,Not classified,,,,,---,2008,,
339,339,Bethany University,California,Scotts Valley,,,,,,,1911,2011,
340,340,Bristol University,California,"Anaheim, California",,,,,,,"1991 as Kensington College, became Bristol University in 2011",2017,
341,341,Brooks Institute,California,Ventura,,,,,,,1945,2016,
342,342,California Pacific University,California,Pinole,,,,,,,1976,2016,
343,343,California Southern Law School,California,Riverside,,,,,,,1971,2020,
344,344,Coleman University,California,San Diego,,,,,,,1963,2018,
345,345,Drexel University Sacramento,California,Sacramento,,,,,,,2009,2016,
346,346,Eldorado College,California,Escondido,,,,,,,1961,1997,
347,347,Herguan University,California,Sunnyvale,,,,,,,2008,2019,
348,348,ICDC College,California,Huntington Park,,,,,,,1995,2016,
349,349,Immaculate Heart College,California,Los Angeles,,,,,,,,1981,
350,350,John F. Kennedy University,California,Pleasant Hill,,,,,,,1964,2021,
351,351,Marymount California University,California,Rancho Palos Verdes,,,,,,,1932,2022,
352,352,Mills College,California,Oakland,,,,,,,1852,2022,
353,353,National Hispanic University,California,San Jose,,,,,,,1981,2015,
354,354,San Luis Rey College,California,Oceanside,,,,,,,1950,1968,
355,355,Shepherd University,California,,,,,,,,,2017,
356,356,Silicon Valley University,California,San Jose,,,,,,,1997,2018,
357,357,University of Beverly Hills,California,Beverly Hills,,,,,,,,2007,
358,358,"University of Northern California, Lorenzo Patiño School of Law",California,Sacramento,,,,,,,1983,2013,
359,359,University of Northern California,California,Petaluma,,,,,,,1993,,
360,360,Upland College,California,Upland,,,,,,,,,
361,361,Washington College of Science and Industry,California,Irvington,,,,,,,1871,1894,
362,362,Windsor University,California,Los Angeles,,,,,,,,1982,
363,363,Adams State University,Colorado,Alamosa,4-Year,5271.0,,Public,,,,,
364,364,Aims Community College,Colorado,"Greeley, Loveland, Fort Lupton, Windsor",2-Year,6990.0,,Public,,,,,
365,365,Colorado Mesa University,Colorado,Grand Junction,4-Year,14168.0,,Public,,,,,
366,366,Colorado Mountain College,Colorado,Glenwood Springs,2-Year,8081.0,,Public,,,,,
367,367,Colorado School of Mines,Colorado,Golden,4-Year,11069.0,,Public,,,,,
368,368,Colorado State University,Colorado,Fort Collins,4-Year,50150.0,,Public,,,,,
369,369,Colorado State University Pueblo,Colorado,Pueblo,4-Year,7266.0,,Public,,,,,
370,370,Fort Lewis College,Colorado,Durango,4-Year,6999.0,,Public,,,,,
371,371,Metropolitan State University of Denver,Colorado,Denver,4-Year,34239.0,,Public,,,,,
372,372,Pikes Peak State College,Colorado,Colorado Springs,2-Year,,,Public,,,,,
373,373,University of Colorado Boulder,Colorado,Boulder,4-Year,62248.0,,Public,,,,,
374,374,University of Colorado Colorado Springs,Colorado,Colorado Springs,4-Year,18329.0,,Public,,,,,
375,375,University of Colorado Denver,Colorado,Denver and Aurora,4-Year,33102.0,,Public,,,,,
376,376,University of Northern Colorado,Colorado,Greeley,4-Year,18078.0,,Public,,,,,
377,377,Western Colorado University,Colorado,Gunnison,4-Year,4641.0,,Public,,,,,
378,378,Colorado Community College System,Colorado,,2-Year,119829.0,,Public,,,,,
379,379,Adams State University,Colorado,Alamosa,Doctoral University,3055.0,,,,,1921,,Public
380,380,Colorado Mesa University,Colorado,Grand Junction,Doctoral University,9492.0,,,,,1925,,Public
381,381,Colorado School of Mines,Colorado,Golden,Doctoral University,6268.0,,,,,1874,,Public
382,382,Fort Lewis College,Colorado,Durango,Masters University,3320.0,,,,,1911,,Public
383,383,Metropolitan State University of Denver,Colorado,Denver,Masters University,20192.0,,,,,1965,,Public
384,384,University of Northern Colorado,Colorado,Greeley,Doctoral University,12862.0,,,,,1889,,Public
385,385,Western Colorado University,Colorado,Gunnison,Masters University,3039.0,,,,,1901,,Public
386,386,Colorado State University,Colorado,Fort Collins,Doctoral University,33694.0,,,,,1870,,Public
387,387,Colorado State University Pueblo,Colorado,Pueblo,Doctoral University,6736.0,,,,,1870,,Public
388,388,Colorado State University Global,Colorado,Greenwood Village,Doctoral University,,,,,,1870,,Public
389,389,University of Colorado,Colorado,Boulder,Doctoral University,36548.0,,,,,1876,,Public
390,390,University of Colorado,Colorado,Colorado Springs,Doctoral University,12435.0,,,,,1876,,Public
391,391,University of Colorado,Colorado,"Denver, Aurora",Doctoral University,25545.0,,,,,1876,,Public
392,392,United States Air Force Academy,Colorado,Colorado Springs,Baccalaureate / Associates Colleges,4336.0,,,,,1954,,Public
393,393,Colorado Christian University,Colorado,Lakewood,Masters University,6677.0,,,,,1914,,Private
394,394,Colorado College,Colorado,Colorado Springs,Baccalaureate / Associates Colleges,2144.0,,,,,1874,,Private
395,395,Columbia College of Missouri,Colorado,Centennial,Masters University,4469.0,,,,,1851,,Private
396,396,Nazarene Bible College,Colorado,Colorado Springs,Faith-related Institution,731.0,,,,,1967,,Private
397,397,Naropa University,Colorado,Boulder,Baccalaureate / Associates Colleges,953.0,,,,,1974,,Private
398,398,Regis University,Colorado,Denver,Baccalaureate / Associates Colleges,7907.0,,,,,1877,,Private
399,399,University of Denver,Colorado,Denver,Doctoral University,11952.0,,,,,1864,,Private
400,400,Colorado Technical University,Colorado,"Aurora, Colorado Springs",Doctoral University,26184.0,,,,,1965,,Private
401,401,DeVry University,Colorado,Westminster,Masters University,17364.0,,,,,1931,,Private
402,402,Rocky Mountain College of Art + Design,Colorado,Denver,Masters University,1054.0,,,,,1963,,Private
403,403,William Howard Taft University,Colorado,Denver,Doctoral University,,,,,,1976,,Private
404,404,Colorado Heights University,Colorado,Denver,Baccalaureate / Associates Colleges,,,,,,1989,2016,Private
405,405,Johnson & Wales University,Colorado,Denver,Masters University,,,,,,2000,2021,Private
406,406,Jones International University,Colorado,Centennial,Masters University,,,,,,1993,2015,Private
407,407,National American University,Colorado,"Centennial, Colorado Springs, Denver",Masters University,,,,,,1941,2018,Private
408,408,CollegeAmerica,Colorado,"Fort Collins, Denver, Colorado Springs",Baccalaureate / Associates Colleges,,,,,,123,2020,Private
409,409,Albertus Magnus College,Connecticut,New Haven,Masters university,1793,,,,,1925,,Private
410,410,Asnuntuck Community College,Connecticut,Enfield,Associates college,2388,,,,,1969,,Public
411,411,Capital Community College,Connecticut,Hartford,Associates college,4541,,,,,1992,,Public
412,412,Central Connecticut State University,Connecticut,New Britain,Masters university,13046,,,,,1849,,Public
413,413,Charter Oak State College,Connecticut,New Britain,Baccalaureate college,2350,,,,,1973,,Public
414,414,Connecticut College,Connecticut,New London,Baccalaureate college,1928,,,,,1911,,Private
415,415,Eastern Connecticut State University,Connecticut,Willimantic,Masters university,5508,,,,,1889,,Public
416,416,Fairfield University,Connecticut,Fairfield,Masters university,6004,,,,,1942,,Private
417,417,Gateway Community College,Connecticut,New Haven,Associates college,9490,,,,,1992,,Public
418,418,Goodwin University,Connecticut,East Hartford,Health professions school,4800,,,,,1999,,Private
419,419,Hartford International University for Religion and Peace,Connecticut,Hartford,Faith-related institution,184,,,,,1833,,Private
420,420,Holy Apostles College and Seminary,Connecticut,Cromwell,Faith-related institution,854,,,,,1956,,Private
421,421,Housatonic Community College,Connecticut,Bridgeport,Associates college,6454,,,,,1967,,Public
422,422,Manchester Community College,Connecticut,Manchester,Associates college,8134,,,,,1963,,Public
423,423,Middlesex Community College,Connecticut,Middletown,Associates college,3565,,,,,1966,,Public
424,424,Mitchell College,Connecticut,New London,Baccalaureate college,682,,,,,1938,,Private
425,425,Naugatuck Valley Community College,Connecticut,Waterbury,Associates college,7935,,,,,1962,,Public
426,426,Northwestern Connecticut Community College,Connecticut,Winsted,Associates college,1864,,,,,1965,,Public
427,427,Norwalk Community College,Connecticut,Norwalk,Associates college,7271,,,,,1961,,Public
428,428,Paier College of Art,Connecticut,Hamden,Arts school,109,,,,,1946,,Private
429,429,Post University,Connecticut,Waterbury,Masters university,21850,,,,,1890,,Private
430,430,Quinebaug Valley Community College,Connecticut,Danielson,Associates college,1725,,,,,1969,,Public
431,431,Quinnipiac University,Connecticut,Hamden,Masters university,11047,,,,,1929,,Private
432,432,Sacred Heart University,Connecticut,Fairfield,Masters university,10379,,,,,1963,,Private
433,433,Southern Connecticut State University,Connecticut,New Haven,Masters university,11273,,,,,1893,,Public
